atr,vol_lb,metric,top_n,rebal,dir,vol_tgt,Sharpe,CAGR,MDD,Calmar,Trades
20,20,realized,2,7,both,0.0000,0.0142,-0.1068,-0.7955,-0.1342,622
10,20,realized,2,7,both,0.0000,0.0142,-0.1068,-0.7955,-0.1342,622
20,20,natr,2,3,both,0.0000,0.0122,-0.0585,-0.6475,-0.0904,661
20,10,natr,2,3,both,0.0000,0.0122,-0.0585,-0.6475,-0.0904,661
20,40,natr,2,3,both,0.0000,0.0122,-0.0585,-0.6475,-0.0904,661
20,40,natr,3,3,both,0.1500,-0.0156,-0.0168,-0.4174,-0.0402,13556
20,10,natr,3,3,both,0.1500,-0.0156,-0.0168,-0.4174,-0.0402,13556
20,20,natr,3,3,both,0.1500,-0.0156,-0.0168,-0.4174,-0.0402,13556
14,10,realized,3,14,both,0.1500,-0.0159,-0.0204,-0.5327,-0.0382,13445
20,10,realized,3,14,both,0.1500,-0.0159,-0.0204,-0.5327,-0.0382,13445
10,10,realized,3,14,both,0.1500,-0.0159,-0.0204,-0.5327,-0.0382,13445
20,40,natr,2,3,both,0.1500,-0.0383,-0.0204,-0.3769,-0.0542,9153
20,10,natr,2,3,both,0.1500,-0.0383,-0.0204,-0.3769,-0.0542,9153
20,20,natr,2,3,both,0.1500,-0.0383,-0.0204,-0.3769,-0.0542,9153
20,10,realized,3,14,both,0.2500,-0.0402,-0.0580,-0.7359,-0.0788,13366
14,10,realized,3,14,both,0.2500,-0.0402,-0.0580,-0.7359,-0.0788,13366
10,10,realized,3,14,both,0.2500,-0.0402,-0.0580,-0.7359,-0.0788,13366
20,10,realized,1,7,both,0.0000,-0.0411,-0.2565,-0.9497,-0.2701,749
10,10,realized,1,7,both,0.0000,-0.0411,-0.2565,-0.9497,-0.2701,749
14,10,realized,1,7,both,0.0000,-0.0411,-0.2565,-0.9497,-0.2701,749
14,10,natr,3,7,both,0.0000,-0.0482,-0.0593,-0.7522,-0.0789,640
14,40,natr,3,7,both,0.0000,-0.0482,-0.0593,-0.7522,-0.0789,640
14,20,natr,3,7,both,0.0000,-0.0482,-0.0593,-0.7522,-0.0789,640
20,10,natr,2,3,both,0.2500,-0.0588,-0.0540,-0.5578,-0.0969,9147
20,20,natr,2,3,both,0.2500,-0.0588,-0.0540,-0.5578,-0.0969,9147
20,40,natr,2,3,both,0.2500,-0.0588,-0.0540,-0.5578,-0.0969,9147
20,40,natr,3,3,both,0.2500,-0.0609,-0.0532,-0.6057,-0.0878,13556
20,20,natr,3,3,both,0.2500,-0.0609,-0.0532,-0.6057,-0.0878,13556
20,10,natr,3,3,both,0.2500,-0.0609,-0.0532,-0.6057,-0.0878,13556
20,40,natr,2,7,both,0.1500,-0.0622,-0.0243,-0.4583,-0.0530,9060
20,20,natr,2,7,both,0.1500,-0.0622,-0.0243,-0.4583,-0.0530,9060
20,10,natr,2,7,both,0.1500,-0.0622,-0.0243,-0.4583,-0.0530,9060
20,20,natr,1,14,both,0.0000,-0.0628,-0.1322,-0.8645,-0.1529,264
20,40,natr,1,14,both,0.0000,-0.0628,-0.1322,-0.8645,-0.1529,264
20,10,natr,1,14,both,0.0000,-0.0628,-0.1322,-0.8645,-0.1529,264
20,20,natr,3,3,both,0.0000,-0.0705,-0.0661,-0.7243,-0.0913,795
20,40,natr,3,3,both,0.0000,-0.0705,-0.0661,-0.7243,-0.0913,795
20,10,natr,3,3,both,0.0000,-0.0705,-0.0661,-0.7243,-0.0913,795
20,40,natr,3,7,both,0.1500,-0.0756,-0.0277,-0.4726,-0.0585,13435
20,20,natr,3,7,both,0.1500,-0.0756,-0.0277,-0.4726,-0.0585,13435
20,10,natr,3,7,both,0.1500,-0.0756,-0.0277,-0.4726,-0.0585,13435
14,20,natr,2,7,both,0.1500,-0.0764,-0.0270,-0.4178,-0.0646,9138
14,40,natr,2,7,both,0.1500,-0.0764,-0.0270,-0.4178,-0.0646,9138
14,10,natr,2,7,both,0.1500,-0.0764,-0.0270,-0.4178,-0.0646,9138
20,10,natr,2,7,both,0.2500,-0.0840,-0.0605,-0.6676,-0.0906,9057
20,40,natr,2,7,both,0.2500,-0.0840,-0.0605,-0.6676,-0.0906,9057
20,20,natr,2,7,both,0.2500,-0.0840,-0.0605,-0.6676,-0.0906,9057
14,10,natr,2,7,both,0.2500,-0.0917,-0.0634,-0.6052,-0.1047,9135
14,40,natr,2,7,both,0.2500,-0.0917,-0.0634,-0.6052,-0.1047,9135
14,20,natr,2,7,both,0.2500,-0.0917,-0.0634,-0.6052,-0.1047,9135
20,10,natr,3,7,both,0.2500,-0.1081,-0.0692,-0.6861,-0.1009,13432
20,40,natr,3,7,both,0.2500,-0.1081,-0.0692,-0.6861,-0.1009,13432
20,20,natr,3,7,both,0.2500,-0.1081,-0.0692,-0.6861,-0.1009,13432
14,10,realized,2,14,both,0.0000,-0.1150,-0.1621,-0.9144,-0.1773,624
10,10,realized,2,14,both,0.0000,-0.1150,-0.1621,-0.9144,-0.1773,624
20,10,realized,2,14,both,0.0000,-0.1150,-0.1621,-0.9144,-0.1773,624
20,10,natr,3,7,both,0.0000,-0.1358,-0.0852,-0.7419,-0.1149,560
20,40,natr,3,7,both,0.0000,-0.1358,-0.0852,-0.7419,-0.1149,560
20,20,natr,3,7,both,0.0000,-0.1358,-0.0852,-0.7419,-0.1149,560
14,40,natr,3,7,both,0.2500,-0.1381,-0.0766,-0.6502,-0.1178,13497
14,20,natr,3,7,both,0.2500,-0.1381,-0.0766,-0.6502,-0.1178,13497
14,10,natr,3,7,both,0.2500,-0.1381,-0.0766,-0.6502,-0.1178,13497
14,40,natr,3,7,both,0.1500,-0.1425,-0.0385,-0.4563,-0.0843,13503
14,20,natr,3,7,both,0.1500,-0.1425,-0.0385,-0.4563,-0.0843,13503
14,10,natr,3,7,both,0.1500,-0.1425,-0.0385,-0.4563,-0.0843,13503
10,40,natr,3,3,both,0.2500,-0.1466,-0.0878,-0.6538,-0.1343,13763
10,10,natr,3,3,both,0.2500,-0.1466,-0.0878,-0.6538,-0.1343,13763
10,20,natr,3,3,both,0.2500,-0.1466,-0.0878,-0.6538,-0.1343,13763
20,10,realized,3,14,both,0.0000,-0.1528,-0.1227,-0.8449,-0.1452,657
10,10,realized,3,14,both,0.0000,-0.1528,-0.1227,-0.8449,-0.1452,657
14,10,realized,3,14,both,0.0000,-0.1528,-0.1227,-0.8449,-0.1452,657
14,20,realized,1,14,both,0.1500,-0.1558,-0.0463,-0.4739,-0.0977,4577
20,20,realized,1,14,both,0.1500,-0.1558,-0.0463,-0.4739,-0.0977,4577
10,20,realized,1,14,both,0.1500,-0.1558,-0.0463,-0.4739,-0.0977,4577
10,20,natr,3,3,both,0.0000,-0.1573,-0.1259,-0.8047,-0.1565,1126
10,10,natr,3,3,both,0.0000,-0.1573,-0.1259,-0.8047,-0.1565,1126
10,40,natr,3,3,both,0.0000,-0.1573,-0.1259,-0.8047,-0.1565,1126
10,10,natr,3,3,both,0.1500,-0.1609,-0.0461,-0.4473,-0.1031,13772
10,20,natr,3,3,both,0.1500,-0.1609,-0.0461,-0.4473,-0.1031,13772
10,40,natr,3,3,both,0.1500,-0.1609,-0.0461,-0.4473,-0.1031,13772
10,20,realized,1,14,both,0.2500,-0.1661,-0.0962,-0.6850,-0.1405,4573
20,20,realized,1,14,both,0.2500,-0.1661,-0.0962,-0.6850,-0.1405,4573
14,20,realized,1,14,both,0.2500,-0.1661,-0.0962,-0.6850,-0.1405,4573
10,20,natr,2,3,both,0.1500,-0.1680,-0.0527,-0.4590,-0.1148,9397
10,10,natr,2,3,both,0.1500,-0.1680,-0.0527,-0.4590,-0.1148,9397
10,40,natr,2,3,both,0.1500,-0.1680,-0.0527,-0.4590,-0.1148,9397
14,10,natr,2,7,both,0.0000,-0.1750,-0.1177,-0.8101,-0.1453,617
14,40,natr,2,7,both,0.0000,-0.1750,-0.1177,-0.8101,-0.1453,617
14,20,natr,2,7,both,0.0000,-0.1750,-0.1177,-0.8101,-0.1453,617
10,40,natr,2,3,both,0.2500,-0.1808,-0.1086,-0.6624,-0.1639,9394
10,20,natr,2,3,both,0.2500,-0.1808,-0.1086,-0.6624,-0.1639,9394
10,10,natr,2,3,both,0.2500,-0.1808,-0.1086,-0.6624,-0.1639,9394
14,10,realized,2,14,both,0.1500,-0.1840,-0.0579,-0.5970,-0.0971,9118
10,10,realized,2,14,both,0.1500,-0.1840,-0.0579,-0.5970,-0.0971,9118
20,10,realized,2,14,both,0.1500,-0.1840,-0.0579,-0.5970,-0.0971,9118
20,10,realized,2,14,both,0.2500,-0.2020,-0.1193,-0.7973,-0.1496,9115
10,10,realized,2,14,both,0.2500,-0.2020,-0.1193,-0.7973,-0.1496,9115
14,10,realized,2,14,both,0.2500,-0.2020,-0.1193,-0.7973,-0.1496,9115
20,20,natr,1,3,both,0.0000,-0.2074,-0.2052,-0.8700,-0.2359,458
20,10,natr,1,3,both,0.0000,-0.2074,-0.2052,-0.8700,-0.2359,458
20,40,natr,1,3,both,0.0000,-0.2074,-0.2052,-0.8700,-0.2359,458
10,20,realized,3,7,both,0.1500,-0.2157,-0.0629,-0.5726,-0.1099,13498
14,20,realized,3,7,both,0.1500,-0.2157,-0.0629,-0.5726,-0.1099,13498
20,20,realized,3,7,both,0.1500,-0.2157,-0.0629,-0.5726,-0.1099,13498
20,20,realized,3,7,both,0.0000,-0.2169,-0.1476,-0.8332,-0.1772,704
14,20,realized,3,7,both,0.0000,-0.2169,-0.1476,-0.8332,-0.1772,704
10,20,realized,3,7,both,0.0000,-0.2169,-0.1476,-0.8332,-0.1772,704
10,10,realized,1,7,both,0.1500,-0.2308,-0.0915,-0.6127,-0.1493,4791
14,10,realized,1,7,both,0.1500,-0.2308,-0.0915,-0.6127,-0.1493,4791
20,10,realized,1,7,both,0.1500,-0.2308,-0.0915,-0.6127,-0.1493,4791
14,10,natr,2,3,both,0.0000,-0.2361,-0.1421,-0.8173,-0.1739,807
14,40,natr,2,3,both,0.0000,-0.2361,-0.1421,-0.8173,-0.1739,807
14,20,natr,2,3,both,0.0000,-0.2361,-0.1421,-0.8173,-0.1739,807
20,10,realized,1,7,both,0.2500,-0.2366,-0.1740,-0.8103,-0.2148,4791
10,10,realized,1,7,both,0.2500,-0.2366,-0.1740,-0.8103,-0.2148,4791
14,10,realized,1,7,both,0.2500,-0.2366,-0.1740,-0.8103,-0.2148,4791
14,10,realized,2,7,both,0.0000,-0.2386,-0.2227,-0.9004,-0.2474,1016
10,10,realized,2,7,both,0.0000,-0.2386,-0.2227,-0.9004,-0.2474,1016
20,10,realized,2,7,both,0.0000,-0.2386,-0.2227,-0.9004,-0.2474,1016
10,10,natr,1,14,both,0.1500,-0.2460,-0.0577,-0.5371,-0.1074,4585
10,20,natr,1,14,both,0.1500,-0.2460,-0.0577,-0.5371,-0.1074,4585
10,40,natr,1,14,both,0.1500,-0.2460,-0.0577,-0.5371,-0.1074,4585
14,20,realized,3,7,both,0.2500,-0.2465,-0.1298,-0.7875,-0.1648,13477
20,20,realized,3,7,both,0.2500,-0.2465,-0.1298,-0.7875,-0.1648,13477
10,20,realized,3,7,both,0.2500,-0.2465,-0.1298,-0.7875,-0.1648,13477
10,20,natr,1,3,both,0.0000,-0.2546,-0.2241,-0.9158,-0.2447,756
10,40,natr,1,3,both,0.0000,-0.2546,-0.2241,-0.9158,-0.2447,756
10,10,natr,1,3,both,0.0000,-0.2546,-0.2241,-0.9158,-0.2447,756
14,40,natr,3,3,both,0.2500,-0.2588,-0.1043,-0.6585,-0.1584,13620
14,20,natr,3,3,both,0.2500,-0.2588,-0.1043,-0.6585,-0.1584,13620
14,10,natr,3,3,both,0.2500,-0.2588,-0.1043,-0.6585,-0.1584,13620
10,40,natr,1,14,both,0.2500,-0.2767,-0.1174,-0.7501,-0.1565,4585
10,10,natr,1,14,both,0.2500,-0.2767,-0.1174,-0.7501,-0.1565,4585
10,20,natr,1,14,both,0.2500,-0.2767,-0.1174,-0.7501,-0.1565,4585
14,20,natr,2,3,both,0.1500,-0.2778,-0.0605,-0.4901,-0.1235,9237
14,10,natr,2,3,both,0.1500,-0.2778,-0.0605,-0.4901,-0.1235,9237
14,40,natr,2,3,both,0.1500,-0.2778,-0.0605,-0.4901,-0.1235,9237
20,40,natr,1,14,both,0.1500,-0.2808,-0.0622,-0.5645,-0.1102,4551
20,20,natr,1,14,both,0.1500,-0.2808,-0.0622,-0.5645,-0.1102,4551
20,10,natr,1,14,both,0.1500,-0.2808,-0.0622,-0.5645,-0.1102,4551
14,20,natr,1,7,both,0.0000,-0.2871,-0.2228,-0.8958,-0.2487,418
14,40,natr,1,7,both,0.0000,-0.2871,-0.2228,-0.8958,-0.2487,418
14,10,natr,1,7,both,0.0000,-0.2871,-0.2228,-0.8958,-0.2487,418
14,10,natr,2,3,both,0.2500,-0.2904,-0.1161,-0.7044,-0.1649,9234
14,40,natr,2,3,both,0.2500,-0.2904,-0.1161,-0.7044,-0.1649,9234
14,20,natr,2,3,both,0.2500,-0.2904,-0.1161,-0.7044,-0.1649,9234
14,20,natr,3,3,both,0.1500,-0.2947,-0.0626,-0.4493,-0.1393,13638
14,10,natr,3,3,both,0.1500,-0.2947,-0.0626,-0.4493,-0.1393,13638
14,40,natr,3,3,both,0.1500,-0.2947,-0.0626,-0.4493,-0.1393,13638
20,40,natr,1,14,both,0.2500,-0.3011,-0.1212,-0.7589,-0.1597,4549
20,20,natr,1,14,both,0.2500,-0.3011,-0.1212,-0.7589,-0.1597,4549
20,10,natr,1,14,both,0.2500,-0.3011,-0.1212,-0.7589,-0.1597,4549
14,20,realized,1,7,both,0.0000,-0.3042,-0.2520,-0.9062,-0.2780,457
10,20,realized,1,7,both,0.0000,-0.3042,-0.2520,-0.9062,-0.2780,457
20,20,realized,1,7,both,0.0000,-0.3042,-0.2520,-0.9062,-0.2780,457
14,10,natr,3,3,both,0.0000,-0.3158,-0.1306,-0.7968,-0.1640,904
14,40,natr,3,3,both,0.0000,-0.3158,-0.1306,-0.7968,-0.1640,904
14,20,natr,3,3,both,0.0000,-0.3158,-0.1306,-0.7968,-0.1640,904
14,20,natr,1,14,both,0.0000,-0.3174,-0.2320,-0.9028,-0.2570,310
14,10,natr,1,14,both,0.0000,-0.3174,-0.2320,-0.9028,-0.2570,310
14,40,natr,1,14,both,0.0000,-0.3174,-0.2320,-0.9028,-0.2570,310
10,10,natr,1,7,both,0.0000,-0.3281,-0.2339,-0.9331,-0.2507,531
10,40,natr,1,7,both,0.0000,-0.3281,-0.2339,-0.9331,-0.2507,531
10,20,natr,1,7,both,0.0000,-0.3281,-0.2339,-0.9331,-0.2507,531
20,10,realized,3,3,both,0.2500,-0.3302,-0.1366,-0.7003,-0.1950,13953
14,10,realized,3,3,both,0.2500,-0.3302,-0.1366,-0.7003,-0.1950,13953
10,10,realized,3,3,both,0.2500,-0.3302,-0.1366,-0.7003,-0.1950,13953
20,20,natr,1,7,both,0.0000,-0.3415,-0.2429,-0.8992,-0.2702,358
20,40,natr,1,7,both,0.0000,-0.3415,-0.2429,-0.8992,-0.2702,358
20,10,natr,1,7,both,0.0000,-0.3415,-0.2429,-0.8992,-0.2702,358
20,40,realized,3,7,both,0.1500,-0.3536,-0.0953,-0.6015,-0.1584,13240
14,40,realized,3,7,both,0.1500,-0.3536,-0.0953,-0.6015,-0.1584,13240
10,40,realized,3,7,both,0.1500,-0.3536,-0.0953,-0.6015,-0.1584,13240
10,10,realized,3,3,both,0.1500,-0.3621,-0.0812,-0.5089,-0.1595,13987
20,10,realized,3,3,both,0.1500,-0.3621,-0.0812,-0.5089,-0.1595,13987
14,10,realized,3,3,both,0.1500,-0.3621,-0.0812,-0.5089,-0.1595,13987
14,20,natr,1,7,both,0.1500,-0.3710,-0.0761,-0.5770,-0.1319,4634
14,40,natr,1,7,both,0.1500,-0.3710,-0.0761,-0.5770,-0.1319,4634
14,10,natr,1,7,both,0.1500,-0.3710,-0.0761,-0.5770,-0.1319,4634
14,10,realized,3,7,both,0.0000,-0.3760,-0.2042,-0.8823,-0.2314,1098
10,10,realized,3,7,both,0.0000,-0.3760,-0.2042,-0.8823,-0.2314,1098
20,10,realized,3,7,both,0.0000,-0.3760,-0.2042,-0.8823,-0.2314,1098
14,10,natr,1,7,both,0.2500,-0.3821,-0.1403,-0.7833,-0.1791,4628
14,40,natr,1,7,both,0.2500,-0.3821,-0.1403,-0.7833,-0.1791,4628
14,20,natr,1,7,both,0.2500,-0.3821,-0.1403,-0.7833,-0.1791,4628
10,10,realized,3,3,both,0.0000,-0.3843,-0.2032,-0.8683,-0.2340,1686
14,10,realized,3,3,both,0.0000,-0.3843,-0.2032,-0.8683,-0.2340,1686
20,10,realized,3,3,both,0.0000,-0.3843,-0.2032,-0.8683,-0.2340,1686
14,40,realized,3,3,both,0.1500,-0.3857,-0.1039,-0.6391,-0.1626,13337
10,40,realized,3,3,both,0.1500,-0.3857,-0.1039,-0.6391,-0.1626,13337
20,40,realized,3,3,both,0.1500,-0.3857,-0.1039,-0.6391,-0.1626,13337
14,40,natr,1,3,both,0.0000,-0.3858,-0.2764,-0.9199,-0.3004,578
14,10,natr,1,3,both,0.0000,-0.3858,-0.2764,-0.9199,-0.3004,578
14,20,natr,1,3,both,0.0000,-0.3858,-0.2764,-0.9199,-0.3004,578
10,10,natr,1,7,both,0.1500,-0.3867,-0.0782,-0.5691,-0.1375,4690
10,40,natr,1,7,both,0.1500,-0.3867,-0.0782,-0.5691,-0.1375,4690
10,20,natr,1,7,both,0.1500,-0.3867,-0.0782,-0.5691,-0.1375,4690
10,10,natr,1,14,both,0.0000,-0.3943,-0.2526,-0.9085,-0.2781,337
10,20,natr,1,14,both,0.0000,-0.3943,-0.2526,-0.9085,-0.2781,337
10,40,natr,1,14,both,0.0000,-0.3943,-0.2526,-0.9085,-0.2781,337
10,40,natr,1,7,both,0.2500,-0.3968,-0.1432,-0.7767,-0.1843,4685
10,20,natr,1,7,both,0.2500,-0.3968,-0.1432,-0.7767,-0.1843,4685
10,10,natr,1,7,both,0.2500,-0.3968,-0.1432,-0.7767,-0.1843,4685
20,40,realized,3,7,both,0.2500,-0.4016,-0.1913,-0.8237,-0.2323,13240
14,40,realized,3,7,both,0.2500,-0.4016,-0.1913,-0.8237,-0.2323,13240
10,40,realized,3,7,both,0.2500,-0.4016,-0.1913,-0.8237,-0.2323,13240
14,20,realized,3,3,both,0.1500,-0.4080,-0.0846,-0.6123,-0.1382,13669
20,20,realized,3,3,both,0.1500,-0.4080,-0.0846,-0.6123,-0.1382,13669
10,20,realized,3,3,both,0.1500,-0.4080,-0.0846,-0.6123,-0.1382,13669
14,40,realized,2,14,both,0.0000,-0.4133,-0.4528,-0.9894,-0.4577,272
10,40,realized,2,14,both,0.0000,-0.4133,-0.4528,-0.9894,-0.4577,272
20,40,realized,2,14,both,0.0000,-0.4133,-0.4528,-0.9894,-0.4577,272
14,10,realized,3,7,both,0.2500,-0.4195,-0.1652,-0.7647,-0.2160,13629
10,10,realized,3,7,both,0.2500,-0.4195,-0.1652,-0.7647,-0.2160,13629
20,10,realized,3,7,both,0.2500,-0.4195,-0.1652,-0.7647,-0.2160,13629
20,10,realized,3,7,both,0.1500,-0.4221,-0.0933,-0.5514,-0.1692,13669
14,10,realized,3,7,both,0.1500,-0.4221,-0.0933,-0.5514,-0.1692,13669
10,10,realized,3,7,both,0.1500,-0.4221,-0.0933,-0.5514,-0.1692,13669
14,20,natr,1,14,both,0.1500,-0.4310,-0.0903,-0.6121,-0.1476,4574
14,10,natr,1,14,both,0.1500,-0.4310,-0.0903,-0.6121,-0.1476,4574
14,40,natr,1,14,both,0.1500,-0.4310,-0.0903,-0.6121,-0.1476,4574
14,40,realized,1,14,short,0.1500,-0.4310,-0.1674,-0.8215,-0.2038,2241
20,40,realized,1,14,short,0.1500,-0.4310,-0.1674,-0.8215,-0.2038,2241
10,40,realized,1,14,short,0.1500,-0.4310,-0.1674,-0.8215,-0.2038,2241
20,40,realized,3,3,both,0.2500,-0.4346,-0.2066,-0.8497,-0.2431,13337
14,40,realized,3,3,both,0.2500,-0.4346,-0.2066,-0.8497,-0.2431,13337
10,40,realized,3,3,both,0.2500,-0.4346,-0.2066,-0.8497,-0.2431,13337
20,40,realized,1,14,both,0.1500,-0.4351,-0.2279,-0.8742,-0.2607,4466
14,40,realized,1,14,both,0.1500,-0.4351,-0.2279,-0.8742,-0.2607,4466
10,40,realized,1,14,both,0.1500,-0.4351,-0.2279,-0.8742,-0.2607,4466
14,10,realized,2,7,both,0.2500,-0.4373,-0.1843,-0.8027,-0.2296,9298
20,10,realized,2,7,both,0.2500,-0.4373,-0.1843,-0.8027,-0.2296,9298
10,10,realized,2,7,both,0.2500,-0.4373,-0.1843,-0.8027,-0.2296,9298
14,40,realized,1,14,both,0.0000,-0.4378,-0.9429,-1.9592,-0.4812,211
20,40,realized,1,14,both,0.0000,-0.4378,-0.9429,-1.9592,-0.4812,211
10,40,realized,1,14,both,0.0000,-0.4378,-0.9429,-1.9592,-0.4812,211
14,40,realized,1,14,both,0.2500,-0.4472,-0.9429,-1.1912,-0.7915,4464
20,40,realized,1,14,both,0.2500,-0.4472,-0.9429,-1.1912,-0.7915,4464
10,40,realized,1,14,both,0.2500,-0.4472,-0.9429,-1.1912,-0.7915,4464
14,20,realized,2,3,both,0.0000,-0.4484,-0.2230,-0.8690,-0.2566,906
10,20,realized,2,3,both,0.0000,-0.4484,-0.2230,-0.8690,-0.2566,906
20,20,realized,2,3,both,0.0000,-0.4484,-0.2230,-0.8690,-0.2566,906
14,10,natr,1,14,both,0.2500,-0.4511,-0.1663,-0.8150,-0.2041,4572
14,20,natr,1,14,both,0.2500,-0.4511,-0.1663,-0.8150,-0.2041,4572
14,40,natr,1,14,both,0.2500,-0.4511,-0.1663,-0.8150,-0.2041,4572
20,40,realized,1,14,short,0.2500,-0.4537,-0.4558,-0.9913,-0.4598,2241
14,40,realized,1,14,short,0.2500,-0.4537,-0.4558,-0.9913,-0.4598,2241
10,40,realized,1,14,short,0.2500,-0.4537,-0.4558,-0.9913,-0.4598,2241
14,10,realized,2,7,both,0.1500,-0.4544,-0.1075,-0.5941,-0.1810,9330
10,10,realized,2,7,both,0.1500,-0.4544,-0.1075,-0.5941,-0.1810,9330
20,10,realized,2,7,both,0.1500,-0.4544,-0.1075,-0.5941,-0.1810,9330
20,20,realized,1,14,short,0.0000,-0.4633,-0.7064,-0.9999,-0.7065,177
14,20,realized,1,14,short,0.0000,-0.4633,-0.7064,-0.9999,-0.7065,177
10,20,realized,1,14,short,0.0000,-0.4633,-0.7064,-0.9999,-0.7065,177
20,20,realized,3,3,both,0.2500,-0.4642,-0.1617,-0.8136,-0.1988,13614
14,20,realized,3,3,both,0.2500,-0.4642,-0.1617,-0.8136,-0.1988,13614
10,20,realized,3,3,both,0.2500,-0.4642,-0.1617,-0.8136,-0.1988,13614
20,10,natr,1,7,both,0.1500,-0.4652,-0.0914,-0.6245,-0.1463,4598
20,20,natr,1,7,both,0.1500,-0.4652,-0.0914,-0.6245,-0.1463,4598
20,40,natr,1,7,both,0.1500,-0.4652,-0.0914,-0.6245,-0.1463,4598
20,40,realized,3,14,both,0.0000,-0.4738,-0.2569,-0.8945,-0.2872,335
10,40,realized,3,14,both,0.0000,-0.4738,-0.2569,-0.8945,-0.2872,335
14,40,realized,3,14,both,0.0000,-0.4738,-0.2569,-0.8945,-0.2872,335
10,40,realized,1,3,both,0.1500,-0.4744,-0.2452,-0.8916,-0.2750,4567
14,40,realized,1,3,both,0.1500,-0.4744,-0.2452,-0.8916,-0.2750,4567
20,40,realized,1,3,both,0.1500,-0.4744,-0.2452,-0.8916,-0.2750,4567
10,40,realized,1,3,both,0.2500,-0.4780,-0.9429,-1.1570,-0.8149,4563
14,40,realized,1,3,both,0.2500,-0.4780,-0.9429,-1.1570,-0.8149,4563
20,40,realized,1,3,both,0.2500,-0.4780,-0.9429,-1.1570,-0.8149,4563
20,10,natr,1,7,both,0.2500,-0.4865,-0.1662,-0.8229,-0.2020,4596
20,20,natr,1,7,both,0.2500,-0.4865,-0.1662,-0.8229,-0.2020,4596
20,40,natr,1,7,both,0.2500,-0.4865,-0.1662,-0.8229,-0.2020,4596
14,40,realized,1,7,both,0.2500,-0.4953,-0.9429,-1.1242,-0.8387,4517
20,40,realized,1,7,both,0.2500,-0.4953,-0.9429,-1.1242,-0.8387,4517
10,40,realized,1,7,both,0.2500,-0.4953,-0.9429,-1.1242,-0.8387,4517
10,10,natr,1,7,short,0.2500,-0.4966,-0.1685,-0.8308,-0.2028,2385
10,40,natr,1,7,short,0.2500,-0.4966,-0.1685,-0.8308,-0.2028,2385
10,20,natr,1,7,short,0.2500,-0.4966,-0.1685,-0.8308,-0.2028,2385
20,40,realized,3,14,both,0.2500,-0.4979,-0.2174,-0.8434,-0.2578,13160
10,40,realized,3,14,both,0.2500,-0.4979,-0.2174,-0.8434,-0.2578,13160
14,40,realized,3,14,both,0.2500,-0.4979,-0.2174,-0.8434,-0.2578,13160
20,40,realized,2,14,short,0.1500,-0.4992,-0.1281,-0.7535,-0.1700,4443
14,40,realized,2,14,short,0.1500,-0.4992,-0.1281,-0.7535,-0.1700,4443
10,40,realized,2,14,short,0.1500,-0.4992,-0.1281,-0.7535,-0.1700,4443
10,20,natr,1,7,short,0.1500,-0.5022,-0.0974,-0.6358,-0.1531,2385
10,40,natr,1,7,short,0.1500,-0.5022,-0.0974,-0.6358,-0.1531,2385
10,10,natr,1,7,short,0.1500,-0.5022,-0.0974,-0.6358,-0.1531,2385
10,10,natr,2,7,short,0.2500,-0.5056,-0.1675,-0.8160,-0.2053,4656
