mom_lb,vol_s,vol_l,top_n,rebal,mom_w,dir,vol_tgt,Sharpe,CAGR,MDD,Calmar,Trades
5,3,20,3,3,0.7000,long,0.0000,1.2355,0.9528,-0.8443,1.1285,1885
20,3,40,1,3,0.7000,long,0.0000,1.2354,1.2982,-0.9311,1.3942,486
10,10,40,2,3,0.5000,long,0.0000,1.2354,1.0483,-0.8035,1.3046,995
5,10,20,2,7,0.7000,long,0.2500,1.2345,0.4326,-0.3534,1.2243,3604
20,3,40,2,7,0.5000,long,0.0000,1.2336,0.9892,-0.8137,1.2156,533
5,10,40,3,3,0.5000,long,0.2500,1.2329,0.4144,-0.3740,1.1080,5578
5,5,40,3,7,0.7000,long,0.2500,1.2321,0.4224,-0.3279,1.2884,5086
5,10,40,1,3,0.5000,long,0.2500,1.2319,0.4657,-0.3306,1.4084,2209
5,3,40,3,3,0.3000,long,0.0000,1.2313,0.9424,-0.8535,1.1042,1857
5,5,20,1,7,0.7000,long,0.2500,1.2310,0.4497,-0.3833,1.1732,1960
20,3,40,3,7,0.5000,long,0.2500,1.2310,0.4870,-0.3987,1.2215,5016
5,5,20,3,3,0.7000,long,0.0000,1.2301,0.9420,-0.8228,1.1448,1887
20,10,20,1,3,0.7000,long,0.0000,1.2301,1.2803,-0.9288,1.3785,510
10,3,40,1,3,0.7000,long,0.0000,1.2297,1.3068,-0.8656,1.5097,606
5,5,40,1,7,0.5000,long,0.2500,1.2292,0.4497,-0.3709,1.2127,1948
10,3,40,3,14,0.3000,long,0.0000,1.2282,0.9318,-0.7822,1.1913,481
5,10,40,3,3,0.3000,long,0.2500,1.2278,0.4125,-0.3773,1.0933,5575
10,5,40,1,3,0.7000,long,0.0000,1.2278,1.3013,-0.8710,1.4940,594
10,5,40,3,3,0.3000,long,0.0000,1.2278,0.9357,-0.8148,1.1484,1406
5,5,20,1,7,0.5000,long,0.2500,1.2274,0.4221,-0.3928,1.0744,1961
5,3,20,1,7,0.3000,long,0.0000,1.2257,1.1905,-0.6380,1.8658,430
20,5,40,3,7,0.5000,long,0.2500,1.2249,0.4823,-0.4025,1.1983,5016
20,10,20,3,7,0.5000,long,0.2500,1.2247,0.4678,-0.3961,1.1812,5035
20,10,40,3,7,0.3000,long,0.2500,1.2247,0.4663,-0.3913,1.1918,5014
10,5,20,2,3,0.5000,long,0.0000,1.2226,1.0283,-0.8066,1.2748,1060
5,10,20,2,14,0.7000,long,0.0000,1.2226,0.9720,-0.7622,1.2753,383
5,5,20,2,3,0.3000,long,0.0000,1.2220,0.9922,-0.8295,1.1962,1376
20,10,40,3,3,0.7000,long,0.0000,1.2216,0.9451,-0.9014,1.0486,1033
5,3,20,2,3,0.5000,long,0.0000,1.2216,1.0150,-0.8492,1.1952,1464
5,3,40,2,14,0.7000,long,0.0000,1.2204,0.9389,-0.7724,1.2156,379
5,5,40,3,3,0.3000,long,0.0000,1.2192,0.9218,-0.8262,1.1157,1758
20,10,20,3,3,0.7000,long,0.0000,1.2186,0.9357,-0.8977,1.0424,1064
5,3,40,1,3,0.5000,long,0.2500,1.2183,0.4616,-0.3352,1.3770,2215
20,5,40,3,3,0.3000,long,0.0000,1.2171,0.9293,-0.8742,1.0631,1184
5,3,40,1,7,0.3000,long,0.2500,1.2169,0.4225,-0.3678,1.1488,1951
20,3,20,2,7,0.5000,long,0.2500,1.2169,0.4616,-0.3780,1.2214,3588
10,10,20,3,14,0.3000,long,0.0000,1.2167,0.9333,-0.8410,1.1098,529
5,5,40,3,3,0.7000,long,0.0000,1.2140,0.9211,-0.8506,1.0830,1855
5,10,40,2,3,0.7000,long,0.0000,1.2118,1.0006,-0.8222,1.2170,1409
5,10,40,1,14,0.3000,long,0.2500,1.2116,0.5208,-0.4742,1.0983,1813
10,3,40,1,3,0.3000,long,0.0000,1.2113,1.2297,-0.7711,1.5948,674
20,10,40,3,3,0.5000,long,0.0000,1.2103,0.9213,-0.8889,1.0365,1059
20,5,40,3,14,0.5000,long,0.0000,1.2099,0.8963,-0.7889,1.1362,461
10,5,40,2,7,0.3000,long,0.0000,1.2099,1.0014,-0.7970,1.2564,641
20,5,20,3,3,0.7000,long,0.0000,1.2081,0.9151,-0.9034,1.0130,1116
20,5,40,1,7,0.3000,long,0.2500,1.2080,0.4827,-0.3840,1.2570,1925
20,3,40,3,7,0.7000,long,0.2500,1.2069,0.4561,-0.3850,1.1847,4998
10,3,40,3,7,0.5000,long,0.0000,1.2068,0.9371,-0.8010,1.1699,869
5,5,40,1,7,0.5000,long,0.0000,1.2059,1.0982,-0.7024,1.5635,410
5,5,20,3,3,0.5000,long,0.0000,1.2052,0.9056,-0.8477,1.0682,1861
5,10,40,1,7,0.7000,long,0.0000,1.2052,1.0940,-0.6314,1.7327,422
10,5,20,3,7,0.5000,long,0.0000,1.2044,0.9235,-0.8307,1.1116,894
20,10,20,3,3,0.5000,long,0.0000,1.2029,0.9022,-0.8817,1.0232,1161
20,5,20,3,14,0.5000,long,0.0000,1.2028,0.8660,-0.8386,1.0327,484
20,5,40,2,7,0.5000,long,0.2500,1.2028,0.4637,-0.4195,1.1053,3552
5,10,20,3,3,0.5000,long,0.2500,1.2017,0.4004,-0.3713,1.0783,5600
20,5,40,2,3,0.5000,long,0.0000,1.2011,0.9774,-0.8871,1.1018,847
10,5,20,3,3,0.7000,long,0.0000,1.2011,0.9068,-0.7847,1.1556,1426
5,5,20,2,3,0.5000,long,0.0000,1.2011,0.9728,-0.8360,1.1636,1408
5,5,40,2,3,0.7000,long,0.0000,1.2009,0.9831,-0.8463,1.1617,1404
5,5,20,2,7,0.5000,long,0.2500,1.2009,0.4143,-0.3305,1.2538,3618
5,5,20,3,3,0.3000,long,0.0000,1.2006,0.9047,-0.8493,1.0653,1834
5,3,20,2,3,0.7000,long,0.0000,1.1998,0.9731,-0.8380,1.1612,1436
20,10,20,3,3,0.3000,long,0.0000,1.1996,0.9012,-0.8740,1.0312,1200
20,5,40,3,3,0.7000,long,0.0000,1.1995,0.9055,-0.9001,1.0060,1061
20,10,40,1,3,0.5000,long,0.0000,1.1992,1.2022,-0.9001,1.3356,472
10,10,20,3,3,0.5000,long,0.0000,1.1989,0.9103,-0.7977,1.1411,1394
10,5,40,3,14,0.7000,long,0.0000,1.1988,0.9196,-0.7464,1.2320,492
5,10,40,2,14,0.5000,long,0.0000,1.1987,0.9082,-0.7933,1.1449,370
5,10,20,2,7,0.5000,long,0.0000,1.1987,0.9360,-0.6359,1.4720,718
5,10,20,2,3,0.7000,long,0.2500,1.1986,0.4102,-0.3551,1.1550,4053
5,10,20,3,3,0.7000,long,0.2500,1.1985,0.3975,-0.3844,1.0342,5628
20,5,20,1,3,0.5000,long,0.0000,1.1982,1.1886,-0.9313,1.2763,598
20,3,40,2,3,0.5000,long,0.0000,1.1976,0.9646,-0.8895,1.0844,949
5,10,40,2,3,0.3000,long,0.0000,1.1973,0.9555,-0.8205,1.1646,1286
5,3,20,1,7,0.7000,long,0.0000,1.1971,1.0735,-0.7195,1.4921,442
10,5,20,1,3,0.7000,long,0.0000,1.1960,1.2084,-0.8527,1.4173,604
20,3,40,1,14,0.3000,long,0.2500,1.1959,0.4434,-0.4673,0.9487,1897
10,5,40,2,3,0.5000,long,0.0000,1.1955,0.9802,-0.7907,1.2397,1053
5,5,40,3,3,0.5000,long,0.0000,1.1953,0.8933,-0.8331,1.0722,1810
5,10,20,3,14,0.7000,long,0.0000,1.1952,0.8685,-0.7631,1.1381,510
20,3,20,2,3,0.3000,long,0.0000,1.1952,0.9639,-0.9004,1.0706,1136
5,5,20,1,7,0.3000,long,0.2500,1.1950,0.4081,-0.3775,1.0811,1960
10,5,40,3,14,0.5000,long,0.0000,1.1949,0.9033,-0.7814,1.1560,493
20,5,40,1,7,0.3000,long,0.0000,1.1939,1.1032,-0.8233,1.3399,344
10,3,20,2,7,0.3000,long,0.0000,1.1938,0.9817,-0.7847,1.2510,697
20,10,40,3,7,0.7000,long,0.2500,1.1937,0.4501,-0.3866,1.1643,4998
20,5,40,3,7,0.7000,long,0.2500,1.1931,0.4487,-0.3884,1.1554,4998
20,5,20,2,3,0.7000,long,0.0000,1.1925,0.9582,-0.9140,1.0484,854
20,3,20,2,14,0.7000,long,0.0000,1.1923,0.8956,-0.8026,1.1158,346
20,10,20,3,14,0.7000,long,0.0000,1.1917,0.8627,-0.8117,1.0629,461
20,3,40,2,14,0.7000,long,0.0000,1.1911,0.9164,-0.7851,1.1672,343
20,10,40,3,14,0.5000,long,0.0000,1.1911,0.8604,-0.8096,1.0627,467
5,3,20,2,3,0.3000,long,0.0000,1.1896,0.9455,-0.9024,1.0478,1485
5,10,20,1,3,0.3000,long,0.0000,1.1884,1.1631,-0.9088,1.2798,752
5,10,40,3,3,0.7000,long,0.2500,1.1883,0.3913,-0.3842,1.0186,5615
5,10,20,2,7,0.3000,long,0.0000,1.1873,0.9073,-0.6480,1.4002,705
5,5,20,1,7,0.3000,long,0.0000,1.1871,1.0514,-0.7080,1.4850,434
5,3,20,3,14,0.5000,long,0.0000,1.1865,0.8303,-0.7495,1.1078,510
10,5,20,3,3,0.5000,long,0.0000,1.1861,0.8903,-0.8247,1.0795,1433
5,10,20,3,3,0.3000,long,0.0000,1.1850,0.8667,-0.8389,1.0331,1790
10,3,40,2,14,0.7000,long,0.0000,1.1849,0.9198,-0.7307,1.2588,370
5,3,40,3,14,0.3000,long,0.2500,1.1831,0.4590,-0.4589,1.0002,4813
10,5,40,2,3,0.3000,long,0.0000,1.1823,0.9333,-0.8112,1.1506,1069
5,3,20,3,3,0.3000,long,0.0000,1.1820,0.8770,-0.8447,1.0383,1929
20,5,20,3,14,0.3000,long,0.2500,1.1820,0.4655,-0.5098,0.9131,4947
20,10,20,3,14,0.5000,long,0.0000,1.1803,0.8446,-0.8163,1.0347,491
10,3,20,3,3,0.3000,long,0.0000,1.1799,0.8750,-0.8253,1.0602,1634
20,3,40,2,7,0.3000,long,0.2500,1.1799,0.4435,-0.3826,1.1591,3572
20,3,40,2,7,0.7000,long,0.0000,1.1792,0.9193,-0.8474,1.0848,510
5,3,20,2,14,0.5000,long,0.0000,1.1777,0.8895,-0.7671,1.1595,394
10,10,40,3,7,0.3000,long,0.0000,1.1775,0.8684,-0.8011,1.0840,822
10,3,20,3,3,0.5000,long,0.0000,1.1772,0.8779,-0.8250,1.0642,1531
5,10,20,2,14,0.5000,long,0.0000,1.1770,0.8723,-0.8085,1.0789,407
20,3,40,3,3,0.7000,long,0.0000,1.1769,0.8697,-0.8985,0.9680,1128
10,10,40,3,7,0.5000,long,0.0000,1.1763,0.8817,-0.8115,1.0865,824
10,5,40,3,14,0.3000,long,0.0000,1.1751,0.8725,-0.7930,1.1003,494
20,5,40,2,14,0.7000,long,0.0000,1.1749,0.9070,-0.8106,1.1190,331
20,10,40,3,7,0.5000,long,0.2500,1.1749,0.4385,-0.3990,1.0992,5006
5,10,20,1,7,0.5000,long,0.2500,1.1748,0.4075,-0.3721,1.0952,1947
5,3,40,2,3,0.5000,long,0.0000,1.1746,0.9153,-0.8338,1.0978,1426
20,3,20,2,7,0.7000,long,0.0000,1.1736,0.8902,-0.8324,1.0694,544
10,3,40,3,3,0.7000,long,0.0000,1.1729,0.8660,-0.7850,1.1032,1428
5,10,20,1,7,0.3000,long,0.2500,1.1728,0.4160,-0.3548,1.1724,1939
5,10,20,1,3,0.5000,long,0.0000,1.1715,1.1140,-0.8784,1.2682,796
5,10,20,2,3,0.5000,long,0.0000,1.1715,0.9201,-0.8267,1.1130,1360
5,5,20,3,14,0.7000,long,0.0000,1.1708,0.8233,-0.7982,1.0314,525
20,5,20,1,7,0.3000,long,0.0000,1.1696,1.0160,-0.7731,1.3141,396
20,3,40,2,7,0.5000,long,0.2500,1.1680,0.4382,-0.3742,1.1713,3559
5,3,20,3,3,0.5000,long,0.0000,1.1674,0.8517,-0.8456,1.0072,1905
10,3,20,3,14,0.7000,long,0.0000,1.1673,0.8662,-0.7696,1.1255,501
20,5,40,1,3,0.5000,long,0.0000,1.1671,1.1114,-0.9353,1.1883,520
20,5,40,2,7,0.7000,long,0.2500,1.1669,0.4455,-0.4175,1.0671,3532
20,5,20,2,7,0.3000,long,0.2500,1.1666,0.4380,-0.4223,1.0372,3599
20,3,20,1,7,0.3000,long,0.2500,1.1659,0.4501,-0.3623,1.2424,1950
20,10,40,3,14,0.7000,long,0.0000,1.1651,0.8260,-0.8266,0.9994,455
20,10,40,3,14,0.3000,long,0.0000,1.1637,0.8034,-0.7963,1.0090,472
5,5,40,2,3,0.5000,long,0.0000,1.1636,0.8939,-0.8259,1.0824,1359
20,10,20,2,3,0.5000,long,0.0000,1.1634,0.9198,-0.8756,1.0505,847
10,5,40,3,3,0.7000,long,0.0000,1.1632,0.8510,-0.7813,1.0892,1428
10,3,40,2,7,0.3000,long,0.0000,1.1628,0.9117,-0.8298,1.0987,646
5,10,20,1,3,0.7000,long,0.0000,1.1627,1.0892,-0.8676,1.2554,804
5,10,40,1,7,0.5000,long,0.0000,1.1627,1.0566,-0.6567,1.6090,388
5,3,40,1,7,0.3000,long,0.0000,1.1624,0.9695,-0.6805,1.4246,416
5,10,40,1,3,0.5000,long,0.0000,1.1618,1.0953,-0.8458,1.2949,812
10,10,40,1,3,0.3000,long,0.0000,1.1615,1.0993,-0.7840,1.4022,526
5,10,40,2,14,0.3000,long,0.2500,1.1608,0.4689,-0.5099,0.9196,3403
5,3,40,3,3,0.7000,long,0.0000,1.1598,0.8408,-0.8555,0.9828,1875
20,3,40,2,14,0.3000,long,0.2500,1.1590,0.4330,-0.4501,0.9619,3528
20,3,40,3,14,0.3000,long,0.2500,1.1583,0.4462,-0.4735,0.9423,4932
5,5,40,2,3,0.3000,long,0.0000,1.1579,0.8828,-0.8014,1.1015,1336
10,3,40,3,14,0.7000,long,0.0000,1.1578,0.8510,-0.7666,1.1101,490
20,5,40,2,3,0.7000,long,0.0000,1.1570,0.9015,-0.9035,0.9978,796
20,5,40,2,14,0.3000,long,0.0000,1.1569,0.8543,-0.8265,1.0337,364
5,5,20,1,7,0.7000,long,0.0000,1.1562,0.9861,-0.7456,1.3225,434
5,10,20,1,7,0.7000,long,0.2500,1.1533,0.4112,-0.3915,1.0501,1955
20,3,40,2,3,0.3000,long,0.0000,1.1532,0.8818,-0.8699,1.0136,1010
20,5,40,2,14,0.5000,long,0.0000,1.1529,0.8473,-0.7881,1.0751,349
5,5,20,3,14,0.3000,long,0.2500,1.1512,0.4400,-0.4301,1.0229,4846
10,5,40,2,14,0.7000,long,0.0000,1.1511,0.8876,-0.7756,1.1444,368
5,10,20,2,3,0.5000,long,0.2500,1.1510,0.3895,-0.3597,1.0828,4032
5,5,20,2,3,0.7000,long,0.0000,1.1507,0.8876,-0.8514,1.0426,1421
20,10,40,2,7,0.5000,long,0.0000,1.1503,0.8693,-0.7438,1.1687,509
10,5,40,1,3,0.3000,long,0.0000,1.1494,1.0688,-0.7863,1.3593,604
5,5,40,3,3,0.7000,long,0.2500,1.1489,0.3744,-0.3846,0.9735,5619
5,5,40,3,3,0.3000,long,0.2500,1.1480,0.3743,-0.3491,1.0723,5570
20,3,20,3,14,0.3000,long,0.2500,1.1477,0.4457,-0.4806,0.9273,4945
10,10,40,3,3,0.7000,long,0.0000,1.1476,0.8269,-0.7878,1.0496,1410
20,3,20,2,14,0.5000,long,0.2500,1.1461,0.4324,-0.4592,0.9415,3533
5,5,20,2,14,0.7000,long,0.0000,1.1460,0.8251,-0.7546,1.0933,392
10,5,20,2,14,0.7000,long,0.0000,1.1454,0.8730,-0.7971,1.0952,375
5,10,40,2,3,0.7000,long,0.2500,1.1454,0.3857,-0.3597,1.0721,4055
10,5,20,1,3,0.5000,long,0.0000,1.1450,1.0571,-0.8519,1.2409,630
10,3,20,3,7,0.3000,long,0.0000,1.1433,0.8316,-0.8169,1.0179,916
5,10,40,1,7,0.3000,long,0.0000,1.1411,1.0085,-0.7993,1.2617,366
20,10,40,2,7,0.3000,long,0.2500,1.1404,0.4241,-0.3702,1.1457,3552
5,5,40,2,14,0.5000,long,0.0000,1.1399,0.8199,-0.7828,1.0475,374
10,3,20,3,7,0.5000,long,0.0000,1.1399,0.8291,-0.8431,0.9834,907
10,3,20,1,3,0.3000,long,0.0000,1.1375,1.0310,-0.8788,1.1732,742
20,10,20,1,3,0.3000,long,0.0000,1.1371,1.0371,-0.8869,1.1694,538
20,3,20,2,7,0.7000,long,0.2500,1.1367,0.4213,-0.3701,1.1385,3564
20,10,20,3,14,0.3000,long,0.2500,1.1362,0.4255,-0.4577,0.9297,4952
20,10,40,2,7,0.5000,long,0.2500,1.1341,0.4273,-0.4310,0.9914,3545
5,5,40,3,14,0.3000,long,0.2500,1.1340,0.4339,-0.4542,0.9555,4820
5,3,40,2,3,0.7000,long,0.2500,1.1338,0.3798,-0.3711,1.0236,4069
20,5,40,1,3,0.7000,long,0.0000,1.1330,1.0282,-0.9347,1.1001,448
20,10,40,2,7,0.7000,long,0.2500,1.1329,0.4241,-0.4326,0.9803,3527
5,10,40,1,14,0.3000,long,0.0000,1.1326,0.9453,-0.7365,1.2836,216
10,3,20,1,3,0.5000,long,0.0000,1.1321,1.0436,-0.8655,1.2057,698
5,3,20,2,14,0.7000,long,0.0000,1.1309,0.8101,-0.7877,1.0284,373
5,3,40,3,3,0.5000,long,0.2500,1.1309,0.3676,-0.3898,0.9430,5629
5,10,20,2,7,0.3000,long,0.2500,1.1308,0.3681,-0.3573,1.0301,3595
5,5,40,2,3,0.3000,long,0.2500,1.1284,0.3813,-0.3626,1.0516,4016
20,10,40,3,3,0.3000,long,0.0000,1.1276,0.7874,-0.8820,0.8927,1091
5,5,40,2,3,0.7000,long,0.2500,1.1275,0.3777,-0.3621,1.0430,4056
20,10,40,2,14,0.7000,long,0.0000,1.1273,0.8292,-0.8093,1.0246,339
20,5,20,2,14,0.5000,long,0.0000,1.1263,0.8002,-0.8187,0.9774,374
20,5,20,2,7,0.5000,long,0.0000,1.1259,0.8211,-0.8349,0.9835,594
5,10,20,1,3,0.5000,long,0.2500,1.1247,0.3993,-0.4017,0.9941,2201
5,3,40,2,14,0.3000,long,0.2500,1.1239,0.4344,-0.4771,0.9105,3401
20,3,20,2,3,0.7000,long,0.0000,1.1237,0.8446,-0.9222,0.9159,900
10,10,40,3,14,0.3000,long,0.0000,1.1216,0.7683,-0.7569,1.0151,502
5,5,20,2,3,0.7000,long,0.2500,1.1213,0.3765,-0.3795,0.9922,4065
10,3,20,3,7,0.7000,long,0.0000,1.1212,0.7995,-0.8567,0.9332,877
10,3,20,2,14,0.3000,long,0.0000,1.1208,0.8109,-0.7737,1.0481,389
5,3,20,3,3,0.7000,long,0.2500,1.1207,0.3618,-0.4153,0.8711,5638
20,3,20,3,3,0.3000,long,0.0000,1.1200,0.7861,-0.9062,0.8675,1504
10,3,20,2,14,0.7000,long,0.0000,1.1199,0.8203,-0.7244,1.1324,380
20,10,40,1,7,0.3000,long,0.0000,1.1191,0.9555,-0.8013,1.1925,308
10,3,40,3,14,0.5000,long,0.0000,1.1189,0.7790,-0.7672,1.0154,483
20,10,40,1,14,0.3000,long,0.2500,1.1174,0.4291,-0.4807,0.8927,1897
10,5,20,2,7,0.5000,long,0.0000,1.1168,0.8214,-0.7784,1.0552,687
5,10,20,3,3,0.3000,long,0.2500,1.1168,0.3638,-0.3888,0.9357,5590
10,3,20,2,14,0.5000,long,0.0000,1.1163,0.8117,-0.7136,1.1374,387
20,3,20,2,14,0.3000,long,0.2500,1.1158,0.4205,-0.4717,0.8914,3547
5,5,20,3,3,0.3000,long,0.2500,1.1150,0.3626,-0.3803,0.9534,5610
5,5,40,3,3,0.5000,long,0.2500,1.1125,0.3592,-0.3520,1.0206,5594
10,10,20,1,3,0.7000,long,0.0000,1.1124,1.0025,-0.8643,1.1599,594
20,10,40,2,3,0.7000,long,0.0000,1.1122,0.8327,-0.9086,0.9165,754
10,10,40,2,3,0.3000,long,0.0000,1.1116,0.8156,-0.8035,1.0151,980
10,3,20,3,14,0.3000,long,0.0000,1.1105,0.7575,-0.7417,1.0212,517
10,10,40,3,14,0.5000,long,0.0000,1.1088,0.7665,-0.7632,1.0043,504
5,5,20,3,14,0.5000,long,0.0000,1.1082,0.7272,-0.7805,0.9318,517
5,3,20,2,3,0.5000,long,0.2500,1.1077,0.3700,-0.3848,0.9618,4085
5,5,40,2,14,0.3000,long,0.0000,1.1071,0.7668,-0.7981,0.9607,376
20,5,40,2,3,0.3000,long,0.0000,1.1061,0.8063,-0.8900,0.9060,927
5,5,20,3,3,0.7000,long,0.2500,1.1042,0.3540,-0.4063,0.8712,5637
10,5,20,2,14,0.3000,long,0.0000,1.1041,0.7845,-0.8522,0.9206,397
5,10,20,1,7,0.7000,long,0.0000,1.1025,0.8790,-0.7296,1.2048,424
5,3,40,3,3,0.3000,long,0.2500,1.1016,0.3535,-0.4112,0.8597,5620
10,5,20,3,14,0.7000,long,0.0000,1.1013,0.7661,-0.7640,1.0028,502
10,3,20,2,7,0.5000,long,0.0000,1.0999,0.7987,-0.7081,1.1280,673
10,3,20,3,14,0.5000,long,0.0000,1.0987,0.7535,-0.7809,0.9649,515
10,10,40,1,3,0.7000,long,0.0000,1.0982,0.9691,-0.8631,1.1228,596
5,3,20,3,14,0.3000,long,0.2500,1.0973,0.4084,-0.4417,0.9246,4842
5,3,40,2,3,0.5000,long,0.2500,1.0969,0.3641,-0.3641,1.0000,4065
20,3,40,2,14,0.5000,long,0.2500,1.0968,0.3999,-0.4670,0.8563,3526
10,10,20,1,3,0.3000,long,0.0000,1.0966,0.9453,-0.8467,1.1164,578
5,3,20,1,7,0.5000,long,0.2500,1.0966,0.3590,-0.3599,0.9977,1964
10,10,40,2,14,0.5000,long,0.0000,1.0944,0.7726,-0.7361,1.0495,365
20,3,40,2,7,0.7000,long,0.2500,1.0943,0.4049,-0.4310,0.9395,3544
5,3,20,2,3,0.7000,long,0.2500,1.0943,0.3619,-0.3805,0.9513,4073
10,10,20,3,14,0.7000,long,0.0000,1.0933,0.7519,-0.7639,0.9842,511
20,3,20,3,14,0.5000,long,0.2500,1.0918,0.4041,-0.5037,0.8022,4937
